method,step,speed,upright,fault_active,reconnect_active
HERA,20556,0.0,1.0,False,False
HERA,20557,0.0,1.0,False,False
HERA,20558,0.0,1.0,False,False
HERA,20559,0.0,1.0,False,False
HERA,20560,0.0,1.0,False,False
HERA,20561,0.0,1.0,False,False
HERA,20562,0.0,1.0,False,False
HERA,20563,0.0,1.0,False,False
HERA,20564,0.0,1.0,False,False
HERA,20565,0.0,1.0,False,False
HERA,20566,0.0,1.0,False,False
HERA,20567,0.0,1.0,False,False
HERA,20568,0.0,1.0,False,False
HERA,20569,0.0,1.0,False,False
HERA,20570,0.0,1.0,False,False
HERA,20571,0.0,1.0,False,False
HERA,20572,0.0,1.0,False,False
HERA,20573,0.0,1.0,False,False
HERA,20574,0.0,1.0,False,False
HERA,20575,0.0,1.0,False,False
HERA,20576,0.0,1.0,False,False
HERA,20577,0.0,1.0,False,False
HERA,20578,0.0,1.0,False,False
HERA,20579,0.0,1.0,False,False
HERA,20580,0.0,1.0,False,False
HERA,20581,0.0,1.0,False,False
HERA,20582,0.0,1.0,False,False
HERA,20583,0.0,1.0,False,False
HERA,20584,0.0,1.0,False,False
HERA,20585,0.0,1.0,False,False
HERA,20586,0.0,1.0,False,False
HERA,20587,0.0,1.0,False,False
HERA,20588,0.0,1.0,False,False
HERA,20589,0.0,1.0,False,False
HERA,20590,0.0,1.0,False,False
HERA,20591,0.0,1.0,False,False
HERA,20592,0.0,1.0,False,False
HERA,20593,0.0,1.0,False,False
HERA,20594,0.0,1.0,False,False
HERA,20595,0.0,1.0,False,False
HERA,20596,0.0,1.0,False,False
HERA,20597,0.0,1.0,False,False
HERA,20598,0.0,1.0,False,False
HERA,20599,0.0,1.0,False,False
HERA,20600,0.0,1.0,False,False
HERA,20601,0.0,1.0,False,False
HERA,20602,0.0,1.0,False,False
HERA,20603,0.0,1.0,False,False
HERA,20604,0.0,1.0,False,False
HERA,20605,0.0,1.0,False,False
HERA,20606,0.0,1.0,False,False
HERA,20607,0.0,1.0,False,False
HERA,20608,0.0,1.0,False,False
HERA,20609,0.0,1.0,False,False
HERA,20610,0.0,1.0,False,False
HERA,20611,0.0,1.0,False,False
HERA,20612,0.0,1.0,False,False
HERA,20613,0.0,1.0,False,False
HERA,20614,0.0,1.0,False,False
HERA,20615,0.0,1.0,False,False
HERA,20616,0.0,1.0,False,False
HERA,20617,0.0,1.0,False,False
HERA,20618,0.0,1.0,False,False
HERA,20619,0.0,1.0,False,False
HERA,20620,0.0,1.0,False,False
HERA,20621,0.0,1.0,False,False
HERA,20622,0.0,1.0,False,False
HERA,20623,0.0,1.0,False,False
HERA,20624,0.0,1.0,False,False
HERA,20625,0.0,1.0,False,False
HERA,20626,0.0,1.0,False,False
HERA,20627,0.0,1.0,False,False
HERA,20628,0.0,1.0,False,False
HERA,20629,0.0,1.0,False,False
HERA,20630,0.0,1.0,False,False
HERA,20631,0.0,1.0,False,False
HERA,20632,0.0,1.0,False,False
HERA,20633,0.0,1.0,False,False
HERA,20634,0.0,1.0,False,False
HERA,20635,0.0,1.0,False,False
HERA,20636,0.0,1.0,False,False
HERA,20637,0.0,1.0,False,False
HERA,20638,0.0,1.0,False,False
HERA,20639,0.0,1.0,False,False
HERA,20640,0.0,1.0,False,False
HERA,20641,0.0,1.0,False,False
HERA,20642,0.0,1.0,False,False
HERA,20643,0.0,1.0,False,False
HERA,20644,0.0,1.0,False,False
HERA,20645,0.0,1.0,False,False
HERA,20646,0.0,1.0,False,False
HERA,20647,0.0,1.0,False,False
HERA,20648,0.0,1.0,False,False
HERA,20649,0.0,1.0,False,False
HERA,20650,0.0,1.0,False,False
HERA,20651,0.0,1.0,False,False
HERA,20652,0.0,1.0,False,False
HERA,20653,0.0,1.0,False,False
HERA,20654,0.0,1.0,False,False
HERA,20655,0.0,1.0,False,False
HERA,20656,0.0,1.0,False,False
HERA,20657,0.0,1.0,False,False
HERA,20658,0.0,1.0,False,False
HERA,20659,0.0,1.0,False,False
HERA,20660,0.0,1.0,False,False
HERA,20661,0.0,1.0,False,False
HERA,20662,0.0,1.0,False,False
HERA,20663,0.0,1.0,False,False
HERA,20664,0.0,1.0,False,False
HERA,20665,0.0,1.0,False,False
HERA,20666,0.0,1.0,False,False
HERA,20667,0.0,1.0,False,False
HERA,20668,0.0,1.0,False,False
HERA,20669,0.0,1.0,False,False
HERA,20670,0.0,1.0,False,False
HERA,20671,0.0,1.0,False,False
HERA,20672,0.0,1.0,False,False
HERA,20673,0.0,1.0,False,False
HERA,20674,0.0,1.0,False,False
HERA,20675,0.0,1.0,False,False
HERA,20676,0.0,1.0,False,False
HERA,20677,0.0,1.0,False,False
HERA,20678,0.0,1.0,False,False
HERA,20679,0.0,1.0,False,False
HERA,20680,0.0,1.0,False,False
HERA,20681,0.0,1.0,False,False
HERA,20682,0.0,1.0,False,False
HERA,20683,0.0,1.0,False,False
HERA,20684,0.0,1.0,False,False
HERA,20685,0.0,1.0,False,False
HERA,20686,0.0,1.0,False,False
HERA,20687,0.0,1.0,False,False
HERA,20688,0.0,1.0,False,False
HERA,20689,0.0,1.0,False,False
HERA,20690,0.0,1.0,False,False
HERA,20691,0.0,1.0,False,False
HERA,20692,0.0,1.0,False,False
HERA,20693,0.0,1.0,False,False
HERA,20694,0.0,1.0,False,False
HERA,20695,0.0,1.0,False,False
HERA,20696,0.0,1.0,False,False
HERA,20697,0.0,1.0,False,False
HERA,20698,0.0,1.0,False,False
HERA,20699,0.0,1.0,False,False
HERA,20700,0.0,1.0,False,False
HERA,20701,0.0,1.0,False,False
HERA,20702,0.0,1.0,False,False
HERA,20703,0.0,1.0,False,False
HERA,20704,0.0,1.0,False,False
HERA,20705,0.0,1.0,False,False
HERA,20706,0.0,1.0,False,False
HERA,20707,0.0,1.0,False,False
HERA,20708,0.0,1.0,False,False
HERA,20709,0.0,1.0,False,False
HERA,20710,0.0,1.0,False,False
HERA,20711,0.0,1.0,False,False
HERA,20712,0.0,1.0,False,False
HERA,20713,0.0,1.0,False,False
HERA,20714,0.0,1.0,False,False
HERA,20715,0.0,1.0,False,False
HERA,20716,0.0,1.0,False,False
HERA,20717,0.0,1.0,False,False
HERA,20718,0.0,1.0,False,False
HERA,20719,0.0,1.0,False,False
HERA,20720,0.0,1.0,False,False
HERA,20721,0.0,1.0,False,False
HERA,20722,0.0,1.0,False,False
HERA,20723,0.0,1.0,False,False
HERA,20724,0.0,1.0,False,False
HERA,20725,0.0,1.0,False,False
HERA,20726,0.0,1.0,False,False
HERA,20727,0.0,1.0,False,False
HERA,20728,0.0,1.0,False,False
HERA,20729,0.0,1.0,False,False
HERA,20730,0.0,1.0,False,False
HERA,20731,0.0,1.0,False,False
HERA,20732,0.0,1.0,False,False
HERA,20733,0.0,1.0,False,False
HERA,20734,0.0,1.0,False,False
HERA,20735,0.0,1.0,False,False
HERA,20736,0.0,1.0,False,False
HERA,20737,0.0,1.0,False,False
HERA,20738,0.0,1.0,False,False
HERA,20739,0.0,1.0,False,False
HERA,20740,0.0,1.0,False,False
HERA,20741,0.0,1.0,False,False
HERA,20742,0.0,1.0,False,False
HERA,20743,0.0,1.0,False,False
HERA,20744,0.0,1.0,False,False
HERA,20745,0.0,1.0,False,False
HERA,20746,0.0,1.0,False,False
HERA,20747,0.0,1.0,False,False
HERA,20748,0.0,1.0,False,False
HERA,20749,0.0,1.0,False,False
HERA,20750,0.0,1.0,False,False
HERA,20751,0.0,1.0,False,False
HERA,20752,0.0,1.0,False,False
HERA,20753,0.0,1.0,False,False
HERA,20754,0.0,1.0,False,False
HERA,20755,0.0,1.0,False,False
HERA,20756,0.0,1.0,False,False
HERA,20757,0.0,1.0,False,False
HERA,20758,0.0,1.0,False,False
HERA,20759,0.0,1.0,False,False
HERA,20760,0.0,1.0,False,False
HERA,20761,0.0,1.0,False,False
HERA,20762,0.0,1.0,False,False
HERA,20763,0.0,1.0,False,False
HERA,20764,0.0,1.0,False,False
HERA,20765,0.0,1.0,False,False
HERA,20766,0.0,1.0,False,False
HERA,20767,0.0,1.0,False,False
HERA,20768,0.0,1.0,False,False
HERA,20769,0.0,1.0,False,False
HERA,20770,0.0,1.0,False,False
HERA,20771,0.0,1.0,False,False
HERA,20772,0.0,1.0,False,False
HERA,20773,0.0,1.0,False,False
HERA,20774,0.0,1.0,False,False
HERA,20775,0.0,1.0,False,False
HERA,20776,0.0,1.0,False,False
HERA,20777,0.0,1.0,False,False
HERA,20778,0.0,1.0,False,False
HERA,20779,0.0,1.0,False,False
HERA,20780,0.0,1.0,False,False
HERA,20781,0.0,1.0,False,False
HERA,20782,0.0,1.0,False,False
HERA,20783,0.0,1.0,False,False
HERA,20784,0.0,1.0,False,False
HERA,20785,0.0,1.0,False,False
HERA,20786,0.0,1.0,False,False
HERA,20787,0.0,1.0,False,False
HERA,20788,0.0,1.0,False,False
HERA,20789,0.0,1.0,False,False
HERA,20790,0.0,1.0,False,False
HERA,20791,0.0,1.0,False,False
HERA,20792,0.0,1.0,False,False
HERA,20793,0.0,1.0,False,False
HERA,20794,0.0,1.0,False,False
HERA,20795,0.0,1.0,False,False
HERA,20796,0.0,1.0,False,False
HERA,20797,0.0,1.0,False,False
HERA,20798,0.0,1.0,False,False
HERA,20799,0.0,1.0,False,False
HERA,20800,0.0,1.0,False,False
HERA,20801,0.0,1.0,False,False
HERA,20802,0.0,1.0,False,False
HERA,20803,0.0,1.0,False,False
HERA,20804,0.0,1.0,False,False
HERA,20805,0.0,1.0,False,False
HERA,20806,0.0,1.0,False,False
HERA,20807,0.0,1.0,False,False
HERA,20808,0.0,1.0,False,False
HERA,20809,0.0,1.0,False,False
HERA,20810,0.0,1.0,False,False
HERA,20811,0.0,1.0,False,False
HERA,20812,0.0,1.0,False,False
HERA,20813,0.0,1.0,False,False
HERA,20814,0.0,1.0,False,False
HERA,20815,0.0,1.0,False,False
HERA,20816,0.0,1.0,False,False
HERA,20817,0.0,1.0,False,False
HERA,20818,0.0,1.0,False,False
HERA,20819,0.0,1.0,False,False
HERA,20820,0.0,1.0,False,False
HERA,20821,0.0,1.0,False,False
HERA,20822,0.0,1.0,False,False
HERA,20823,0.0,1.0,False,False
HERA,20824,0.0,1.0,False,False
HERA,20825,0.0,1.0,False,False
HERA,20826,0.0,1.0,False,False
HERA,20827,0.0,1.0,False,False
HERA,20828,0.0,1.0,False,False
HERA,20829,0.0,1.0,False,False
HERA,20830,0.0,1.0,False,False
HERA,20831,0.0,1.0,False,False
HERA,20832,0.0,1.0,False,False
HERA,20833,0.0,1.0,False,False
HERA,20834,0.0,1.0,False,False
HERA,20835,0.0,1.0,False,False
HERA,20836,0.0,1.0,False,False
HERA,20837,0.0,1.0,False,False
HERA,20838,0.0,1.0,False,False
HERA,20839,0.0,1.0,False,False
HERA,20840,0.0,1.0,False,False
HERA,20841,0.0,1.0,False,False
HERA,20842,0.0,1.0,False,False
HERA,20843,0.0,1.0,False,False
HERA,20844,0.0,1.0,False,False
HERA,20845,0.0,1.0,False,False
HERA,20846,0.0,1.0,False,False
HERA,20847,0.0,1.0,False,False
HERA,20848,0.0,1.0,False,False
HERA,20849,0.0,1.0,False,False
HERA,20850,0.0,1.0,False,False
HERA,20851,0.0,1.0,False,False
HERA,20852,0.0,1.0,False,False
HERA,20853,0.0,1.0,False,False
HERA,20854,0.0,1.0,False,False
HERA,20855,0.0,1.0,False,False
HERA,20856,0.0,1.0,False,False
HERA,20857,0.0,1.0,False,False
HERA,20858,0.0,1.0,False,False
HERA,20859,0.0,1.0,False,False
HERA,20860,0.0,1.0,False,False
HERA,20861,0.0,1.0,False,False
HERA,20862,0.0,1.0,False,False
HERA,20863,0.0,1.0,False,False
HERA,20864,0.0,1.0,False,False
HERA,20865,0.0,1.0,False,False
HERA,20866,0.0,1.0,False,False
HERA,20867,0.0,1.0,False,False
HERA,20868,0.0,1.0,False,False
HERA,20869,0.0,1.0,False,False
HERA,20870,0.0,1.0,False,False
HERA,20871,0.0,1.0,False,False
HERA,20872,0.0,1.0,False,False
HERA,20873,0.0,1.0,False,False
HERA,20874,0.0,1.0,False,False
HERA,20875,0.0,1.0,False,False
HERA,20876,0.0,1.0,False,False
HERA,20877,0.0,1.0,False,False
HERA,20878,0.0,1.0,False,False
HERA,20879,0.0,1.0,False,False
HERA,20880,0.0,1.0,False,False
HERA,20881,0.0,1.0,False,False
HERA,20882,0.0,1.0,False,False
HERA,20883,0.0,1.0,False,False
HERA,20884,0.0,1.0,False,False
HERA,20885,0.0,1.0,False,False
HERA,20886,0.0,1.0,False,False
HERA,20887,0.0,1.0,False,False
HERA,20888,0.0,1.0,False,False
HERA,20889,0.0,1.0,False,False
HERA,20890,0.0,1.0,False,False
HERA,20891,0.0,1.0,False,False
HERA,20892,0.0,1.0,False,False
HERA,20893,0.0,1.0,False,False
HERA,20894,0.0,1.0,False,False
HERA,20895,0.0,1.0,False,False
HERA,20896,0.0,1.0,False,False
HERA,20897,0.0,1.0,False,False
HERA,20898,0.0,1.0,False,False
HERA,20899,0.0,1.0,False,False
HERA,20900,0.0,1.0,False,False
HERA,20901,0.0,1.0,False,False
HERA,20902,0.0,1.0,False,False
HERA,20903,0.0,1.0,False,False
HERA,20904,0.0,1.0,False,False
HERA,20905,0.0,1.0,False,False
HERA,20906,0.0,1.0,False,False
HERA,20907,0.0,1.0,False,False
HERA,20908,0.0,1.0,False,False
HERA,20909,0.0,1.0,False,False
HERA,20910,0.0,1.0,False,False
HERA,20911,0.0,1.0,False,False
HERA,20912,0.0,1.0,False,False
HERA,20913,0.0,1.0,False,False
HERA,20914,0.0,1.0,False,False
HERA,20915,0.0,1.0,False,False
HERA,20916,0.0,1.0,False,False
HERA,20917,0.0,1.0,False,False
HERA,20918,0.0,1.0,False,False
HERA,20919,0.0,1.0,False,False
HERA,20920,0.0,1.0,False,False
HERA,20921,0.0,1.0,False,False
HERA,20922,0.0,1.0,False,False
HERA,20923,0.0,1.0,False,False
HERA,20924,0.0,1.0,False,False
HERA,20925,0.0,1.0,False,False
HERA,20926,0.0,1.0,False,False
HERA,20927,0.0,1.0,False,False
HERA,20928,0.0,1.0,False,False
HERA,20929,0.0,1.0,False,False
HERA,20930,0.0,1.0,False,False
HERA,20931,0.0,1.0,False,False
HERA,20932,0.0,1.0,False,False
HERA,20933,0.0,1.0,False,False
HERA,20934,0.0,1.0,False,False
HERA,20935,0.0,1.0,False,False
HERA,20936,0.0,1.0,False,False
HERA,20937,0.0,1.0,False,False
HERA,20938,0.0,1.0,False,False
HERA,20939,0.0,1.0,False,False
HERA,20940,0.0,1.0,False,False
HERA,20941,0.0,1.0,False,False
HERA,20942,0.0,1.0,False,False
HERA,20943,0.0,1.0,False,False
HERA,20944,0.0,1.0,False,False
HERA,20945,0.0,1.0,False,False
HERA,20946,0.0,1.0,False,False
HERA,20947,0.0,1.0,False,False
HERA,20948,0.0,1.0,False,False
HERA,20949,0.0,1.0,False,False
HERA,20950,0.0,1.0,False,False
HERA,20951,0.0,1.0,False,False
HERA,20952,0.0,1.0,False,False
HERA,20953,0.0,1.0,False,False
HERA,20954,0.0,1.0,False,False
HERA,20955,0.0,1.0,False,False
HERA,20956,0.0,1.0,False,False
HERA,20957,0.0,1.0,False,False
HERA,20958,0.0,1.0,False,False
HERA,20959,0.0,1.0,False,False
HERA,20960,0.0,1.0,False,False
HERA,20961,0.0,1.0,False,False
HERA,20962,0.0,1.0,False,False
HERA,20963,0.0,1.0,False,False
HERA,20964,0.0,1.0,False,False
HERA,20965,0.0,1.0,False,False
HERA,20966,0.0,1.0,False,False
HERA,20967,0.0,1.0,False,False
HERA,20968,0.0,1.0,False,False
HERA,20969,0.0,1.0,False,False
HERA,20970,0.0,1.0,False,False
HERA,20971,0.0,1.0,False,False
HERA,20972,0.0,1.0,False,False
HERA,20973,0.0,1.0,False,False
HERA,20974,0.0,1.0,False,False
HERA,20975,0.0,1.0,False,False
HERA,20976,0.0,1.0,False,False
HERA,20977,0.0,1.0,False,False
HERA,20978,0.0,1.0,False,False
HERA,20979,0.0,1.0,False,False
HERA,20980,0.0,1.0,False,False
HERA,20981,0.0,1.0,False,False
HERA,20982,0.0,1.0,False,False
HERA,20983,0.0,1.0,False,False
HERA,20984,0.0,1.0,False,False
HERA,20985,0.0,1.0,False,False
HERA,20986,0.0,1.0,False,False
HERA,20987,0.0,1.0,False,False
HERA,20988,0.0,1.0,False,False
HERA,20989,0.0,1.0,False,False
HERA,20990,0.0,1.0,False,False
HERA,20991,0.0,1.0,False,False
HERA,20992,0.0,1.0,False,False
HERA,20993,0.0,1.0,False,False
HERA,20994,0.0,1.0,False,False
HERA,20995,0.0,1.0,False,False
HERA,20996,0.0,1.0,False,False
HERA,20997,0.0,1.0,False,False
HERA,20998,0.0,1.0,False,False
HERA,20999,0.0,1.0,False,False
HERA,21000,0.0061,1.0,False,False
HERA,21001,0.0357,1.0,False,False
HERA,21002,0.0812,1.0,False,False
HERA,21003,0.1113,1.0,False,False
HERA,21004,0.1253,1.0,False,False
HERA,21005,0.1408,1.0,False,False
HERA,21006,0.0907,1.0,False,False
HERA,21007,0.1198,1.0,False,False
HERA,21008,0.0467,1.0,False,False
HERA,21009,0.0522,1.0,False,False
HERA,21010,0.0405,1.0,False,False
HERA,21011,0.0313,1.0,False,False
HERA,21012,0.0083,1.0,False,False
HERA,21013,0.0726,1.0,False,False
HERA,21014,0.0793,1.0,False,False
HERA,21015,0.0581,1.0,False,False
HERA,21016,0.0955,1.0,False,False
HERA,21017,0.0839,1.0,False,False
HERA,21018,0.0648,1.0,False,False
HERA,21019,0.0718,1.0,False,False
HERA,21020,0.0589,1.0,False,False
HERA,21021,0.0403,1.0,False,False
HERA,21022,0.0327,1.0,False,False
HERA,21023,0.0277,1.0,False,False
HERA,21024,0.017,1.0,False,False
HERA,21025,0.0102,1.0,False,False
HERA,21026,0.0099,1.0,False,False
HERA,21027,0.008,1.0,False,False
HERA,21028,0.005,1.0,False,False
HERA,21029,0.0063,1.0,False,False
HERA,21030,0.009,1.0,False,False
HERA,21031,0.0096,1.0,False,False
HERA,21032,0.0108,1.0,False,False
HERA,21033,0.014,1.0,False,False
HERA,21034,0.0161,1.0,False,False
HERA,21035,0.0167,1.0,False,False
HERA,21036,0.0182,1.0,False,False
HERA,21037,0.0196,1.0,False,False
HERA,21038,0.0197,1.0,False,False
HERA,21039,0.0193,1.0,False,False
HERA,21040,0.0193,1.0,False,False
HERA,21041,0.0187,1.0,False,False
HERA,21042,0.0174,1.0,False,False
HERA,21043,0.0163,1.0,False,False
HERA,21044,0.0152,1.0,False,False
HERA,21045,0.0138,1.0,False,False
HERA,21046,0.0123,1.0,False,False
HERA,21047,0.0111,1.0,False,False
HERA,21048,0.01,1.0,False,False
HERA,21049,0.0088,1.0,False,False
HERA,21050,0.0078,1.0,False,False
HERA,21051,0.0071,1.0,False,False
HERA,21052,0.0064,1.0,False,False
HERA,21053,0.0057,1.0,False,False
HERA,21054,0.0053,1.0,False,False
HERA,21055,0.005,1.0,False,False
HERA,21056,0.0047,1.0,False,False
HERA,21057,0.0045,1.0,False,False
HERA,21058,0.0044,1.0,False,False
HERA,21059,0.0043,1.0,False,False
HERA,21060,0.0042,1.0,False,False
HERA,21061,0.0041,1.0,False,False
HERA,21062,0.004,1.0,False,False
HERA,21063,0.0039,1.0,False,False
HERA,21064,0.0038,1.0,False,False
HERA,21065,0.0037,1.0,False,False
HERA,21066,0.0035,1.0,False,False
HERA,21067,0.0033,1.0,False,False
HERA,21068,0.0032,1.0,False,False
HERA,21069,0.003,1.0,False,False
HERA,21070,0.0028,1.0,False,False
HERA,21071,0.0026,1.0,False,False
HERA,21072,0.0024,1.0,False,False
HERA,21073,0.0023,1.0,False,False
HERA,21074,0.0021,1.0,False,False
HERA,21075,0.0019,1.0,False,False
HERA,21076,0.0018,1.0,False,False
HERA,21077,0.0017,1.0,False,False
HERA,21078,0.0015,1.0,False,False
HERA,21079,0.0014,1.0,False,False
HERA,21080,0.0013,1.0,False,False
HERA,21081,0.0013,1.0,False,False
HERA,21082,0.0012,1.0,False,False
HERA,21083,0.0011,1.0,False,False
HERA,21084,0.0011,1.0,False,False
HERA,21085,0.001,1.0,False,False
HERA,21086,0.001,1.0,False,False
HERA,21087,0.0009,1.0,False,False
HERA,21088,0.0009,1.0,False,False
HERA,21089,0.0008,1.0,False,False
HERA,21090,0.0008,1.0,False,False
HERA,21091,0.0008,1.0,False,False
HERA,21092,0.0007,1.0,False,False
HERA,21093,0.0007,1.0,False,False
HERA,21094,0.0006,1.0,False,False
HERA,21095,0.0006,1.0,False,False
HERA,21096,0.0006,1.0,False,False
HERA,21097,0.0005,1.0,False,False
HERA,21098,0.0005,1.0,False,False
HERA,21099,0.0005,1.0,False,False
HERA,21100,0.0004,1.0,False,False
HERA,21101,0.0004,1.0,False,False
HERA,21102,0.0004,1.0,False,False
HERA,21103,0.0004,1.0,False,False
HERA,21104,0.0003,1.0,False,False
HERA,21105,0.0003,1.0,False,False
HERA,21106,0.0003,1.0,False,False
HERA,21107,0.0003,1.0,False,False
HERA,21108,0.0003,1.0,False,False
HERA,21109,0.0003,1.0,False,False
HERA,21110,0.0002,1.0,False,False
HERA,21111,0.0002,1.0,False,False
HERA,21112,0.0002,1.0,False,False
HERA,21113,0.0002,1.0,False,False
HERA,21114,0.0002,1.0,False,False
HERA,21115,0.0002,1.0,False,False
HERA,21116,0.0002,1.0,False,False
HERA,21117,0.0002,1.0,False,False
HERA,21118,0.0002,1.0,False,False
HERA,21119,0.0001,1.0,False,False
HERA,21120,0.0001,1.0,False,False
HERA,21121,0.0001,1.0,False,False
HERA,21122,0.0001,1.0,False,False
HERA,21123,0.0001,1.0,False,False
HERA,21124,0.0001,1.0,False,False
HERA,21125,0.0001,1.0,False,False
HERA,21126,0.0001,1.0,False,False
HERA,21127,0.0001,1.0,False,False
HERA,21128,0.0001,1.0,False,False
HERA,21129,0.0001,1.0,False,False
HERA,21130,0.0001,1.0,False,False
HERA,21131,0.0001,1.0,False,False
HERA,21132,0.0001,1.0,False,False
HERA,21133,0.0001,1.0,False,False
HERA,21134,0.0001,1.0,False,False
HERA,21135,0.0001,1.0,False,False
HERA,21136,0.0001,1.0,False,False
HERA,21137,0.0,1.0,False,False
HERA,21138,0.0,1.0,False,False
HERA,21139,0.0,1.0,False,False
HERA,21140,0.0,1.0,False,False
HERA,21141,0.0,1.0,False,False
HERA,21142,0.0,1.0,False,False
HERA,21143,0.0,1.0,False,False
HERA,21144,0.0,1.0,False,False
HERA,21145,0.0,1.0,False,False
HERA,21146,0.0,1.0,False,False
HERA,21147,0.0,1.0,False,False
HERA,21148,0.0,1.0,False,False
HERA,21149,0.0,1.0,False,False
HERA,21150,0.0,1.0,False,False
HERA,21151,0.0,1.0,False,False
HERA,21152,0.0,1.0,False,False
HERA,21153,0.0,1.0,False,False
HERA,21154,0.0,1.0,False,False
HERA,21155,0.0,1.0,False,False
HERA,21156,0.0,1.0,False,False
HERA,21157,0.0,1.0,False,False
HERA,21158,0.0,1.0,False,False
HERA,21159,0.0,1.0,False,False
HERA,21160,0.0,1.0,False,False
HERA,21161,0.0,1.0,False,False
HERA,21162,0.0,1.0,False,False
HERA,21163,0.0,1.0,False,False
HERA,21164,0.0,1.0,False,False
HERA,21165,0.0,1.0,False,False
HERA,21166,0.0,1.0,False,False
HERA,21167,0.0,1.0,False,False
HERA,21168,0.0,1.0,False,False
HERA,21169,0.0,1.0,False,False
HERA,21170,0.0,1.0,False,False
HERA,21171,0.0,1.0,False,False
HERA,21172,0.0,1.0,False,False
HERA,21173,0.0,1.0,False,False
HERA,21174,0.0,1.0,False,False
HERA,21175,0.0,1.0,False,False
HERA,21176,0.0,1.0,False,False
HERA,21177,0.0,1.0,False,False
HERA,21178,0.0,1.0,False,False
HERA,21179,0.0,1.0,False,False
HERA,21180,0.0,1.0,False,False
HERA,21181,0.0,1.0,False,False
HERA,21182,0.0,1.0,False,False
HERA,21183,0.0,1.0,False,False
HERA,21184,0.0,1.0,False,False
HERA,21185,0.0,1.0,False,False
HERA,21186,0.0,1.0,False,False
HERA,21187,0.0,1.0,False,False
HERA,21188,0.0,1.0,False,False
HERA,21189,0.0,1.0,False,False
HERA,21190,0.0,1.0,False,False
HERA,21191,0.0,1.0,False,False
HERA,21192,0.0,1.0,False,False
HERA,21193,0.0,1.0,False,False
HERA,21194,0.0,1.0,False,False
HERA,21195,0.0,1.0,False,False
HERA,21196,0.0,1.0,False,False
HERA,21197,0.0,1.0,False,False
HERA,21198,0.0,1.0,False,False
HERA,21199,0.0,1.0,False,False
HERA,21200,0.0,1.0,False,False
HERA,21201,0.0,1.0,False,False
HERA,21202,0.0,1.0,False,False
HERA,21203,0.0,1.0,False,False
HERA,21204,0.0,1.0,False,False
HERA,21205,0.0,1.0,False,False
HERA,21206,0.0,1.0,False,False
HERA,21207,0.0,1.0,False,False
HERA,21208,0.0,1.0,False,False
HERA,21209,0.0,1.0,False,False
HERA,21210,0.0,1.0,False,False
HERA,21211,0.0,1.0,False,False
HERA,21212,0.0,1.0,False,False
HERA,21213,0.0,1.0,False,False
HERA,21214,0.0,1.0,False,False
HERA,21215,0.0,1.0,False,False
HERA,21216,0.0,1.0,False,False
HERA,21217,0.0,1.0,False,False
HERA,21218,0.0,1.0,False,False
HERA,21219,0.0,1.0,False,False
HERA,21220,0.0,1.0,False,False
HERA,21221,0.0,1.0,False,False
HERA,21222,0.0,1.0,False,False
HERA,21223,0.0,1.0,False,False
HERA,21224,0.0,1.0,False,False
HERA,21225,0.0,1.0,False,False
HERA,21226,0.0,1.0,False,False
HERA,21227,0.0,1.0,False,False
HERA,21228,0.0,1.0,False,False
HERA,21229,0.0,1.0,False,False
HERA,21230,0.0,1.0,False,False
HERA,21231,0.0,1.0,False,False
HERA,21232,0.0,1.0,False,False
HERA,21233,0.0,1.0,False,False
HERA,21234,0.0,1.0,False,False
HERA,21235,0.0,1.0,False,False
HERA,21236,0.0,1.0,False,False
HERA,21237,0.0,1.0,False,False
HERA,21238,0.0,1.0,False,False
HERA,21239,0.0,1.0,False,False
HERA,21240,0.0,1.0,False,False
HERA,21241,0.0,1.0,False,False
HERA,21242,0.0,1.0,False,False
HERA,21243,0.0,1.0,False,False
HERA,21244,0.0,1.0,False,False
HERA,21245,0.0,1.0,False,False
HERA,21246,0.0,1.0,False,False
HERA,21247,0.0,1.0,False,False
HERA,21248,0.0,1.0,False,False
HERA,21249,0.0,1.0,False,False
HERA,21250,0.0,1.0,False,False
HERA,21251,0.0,1.0,False,False
HERA,21252,0.0,1.0,False,False
HERA,21253,0.0,1.0,False,False
HERA,21254,0.0,1.0,False,False
HERA,21255,0.0,1.0,False,False
HERA,21256,0.0,1.0,False,False
HERA,21257,0.0,1.0,False,False
HERA,21258,0.0,1.0,False,False
HERA,21259,0.0,1.0,False,False
HERA,21260,0.0,1.0,False,False
HERA,21261,0.0,1.0,False,False
HERA,21262,0.0,1.0,False,False
HERA,21263,0.0,1.0,False,False
HERA,21264,0.0,1.0,False,False
HERA,21265,0.0,1.0,False,False
HERA,21266,0.0,1.0,False,False
HERA,21267,0.0,1.0,False,False
HERA,21268,0.0,1.0,False,False
HERA,21269,0.0,1.0,False,False
HERA,21270,0.0,1.0,False,False
HERA,21271,0.0,1.0,False,False
HERA,21272,0.0,1.0,False,False
HERA,21273,0.0,1.0,False,False
HERA,21274,0.0,1.0,False,False
HERA,21275,0.0,1.0,False,False
HERA,21276,0.0,1.0,False,False
HERA,21277,0.0,1.0,False,False
HERA,21278,0.0,1.0,False,False
HERA,21279,0.0,1.0,False,False
HERA,21280,0.0,1.0,False,False
HERA,21281,0.0,1.0,False,False
HERA,21282,0.0,1.0,False,False
HERA,21283,0.0,1.0,False,False
HERA,21284,0.0,1.0,False,False
